transaction_id,date_key,product_id,region_id,channel_id,customer_id,quantity,unit_price,unit_cost,gross_revenue,discount_amt,net_revenue,total_cost,gross_profit
2316,20240916,10,3,3,53,48,89.0,6.0,4272.0,363.12,3908.88,288.0,3620.88
2317,20250513,3,1,1,41,2,599.0,280.0,1198.0,9.58,1188.42,560.0,628.42
2318,20250606,4,1,2,6,2,129.0,38.0,258.0,11.35,246.65,76.0,170.65
2319,20240603,8,5,1,25,1,59.0,5.0,59.0,2.18,56.82,5.0,51.82
2320,20240106,9,1,1,51,4,149.0,12.0,596.0,7.15,588.85,48.0,540.85
2321,20251221,4,2,3,2,18,129.0,38.0,2322.0,304.18,2017.82,684.0,1333.82
2322,20250915,1,2,1,32,3,1199.0,620.0,3597.0,154.67,3442.33,1860.0,1582.33
2323,20251004,10,1,1,36,4,89.0,6.0,356.0,8.19,347.81,24.0,323.81
2324,20251220,9,1,1,11,3,149.0,12.0,447.0,14.75,432.25,36.0,396.25
2325,20241225,2,4,1,49,2,1899.0,980.0,3798.0,53.17,3744.83,1960.0,1784.83
2326,20250112,6,3,1,23,4,49.0,14.0,196.0,8.23,187.77,56.0,131.77
2327,20240823,1,5,1,50,4,1199.0,620.0,4796.0,263.78,4532.22,2480.0,2052.22
2328,20250407,1,1,1,46,1,1199.0,620.0,1199.0,58.75,1140.25,620.0,520.25
2329,20240206,2,3,3,38,37,1899.0,980.0,70263.0,7307.35,62955.65,36260.0,26695.65
2330,20241221,3,1,1,41,4,599.0,280.0,2396.0,122.2,2273.8,1120.0,1153.8
2331,20240218,9,4,3,14,27,149.0,12.0,4023.0,611.5,3411.5,324.0,3087.5
2332,20250318,5,1,3,46,5,329.0,110.0,1645.0,195.75,1449.25,550.0,899.25
2333,20250421,5,3,1,38,1,329.0,110.0,329.0,15.46,313.54,110.0,203.54
2334,20250127,5,1,2,46,2,329.0,110.0,658.0,9.87,648.13,220.0,428.13
2335,20241118,1,1,1,56,1,1199.0,620.0,1199.0,37.17,1161.83,620.0,541.83
2336,20240109,1,1,2,51,3,1199.0,620.0,3597.0,118.7,3478.3,1860.0,1618.3
2337,20251101,1,1,1,26,1,1199.0,620.0,1199.0,68.34,1130.66,620.0,510.66
2338,20241125,7,4,1,14,3,99.0,8.0,297.0,6.24,290.76,24.0,266.76
2339,20250718,6,4,1,9,3,49.0,14.0,147.0,5.73,141.27,42.0,99.27
2340,20250319,2,5,1,35,4,1899.0,980.0,7596.0,326.63,7269.37,3920.0,3349.37
2341,20240728,7,2,3,47,33,99.0,8.0,3267.0,555.39,2711.61,264.0,2447.61
2342,20250513,8,1,2,56,2,59.0,5.0,118.0,3.07,114.93,10.0,104.93
2343,20251210,8,2,2,27,2,59.0,5.0,118.0,6.73,111.27,10.0,101.27
2344,20251205,9,2,1,52,3,149.0,12.0,447.0,2.23,444.77,36.0,408.77
2345,20251201,7,2,1,37,1,99.0,8.0,99.0,0.89,98.11,8.0,90.11
2346,20251126,10,4,2,54,3,89.0,6.0,267.0,7.48,259.52,18.0,241.52
2347,20240424,3,1,2,11,2,599.0,280.0,1198.0,26.36,1171.64,560.0,611.64
2348,20250815,8,1,3,31,22,59.0,5.0,1298.0,129.8,1168.2,110.0,1058.2
2349,20250815,7,2,2,57,1,99.0,8.0,99.0,4.46,94.54,8.0,86.54
2350,20240606,7,1,1,1,4,99.0,8.0,396.0,7.52,388.48,32.0,356.48
2351,20250219,3,5,1,35,3,599.0,280.0,1797.0,62.9,1734.1,840.0,894.1
2352,20241216,2,3,1,23,1,1899.0,980.0,1899.0,72.16,1826.84,980.0,846.84
2353,20251017,12,1,1,6,4,179.0,22.0,716.0,28.64,687.36,88.0,599.36
2354,20240801,7,2,2,17,3,99.0,8.0,297.0,6.53,290.47,24.0,266.47
2355,20240605,5,4,1,4,2,329.0,110.0,658.0,8.55,649.45,220.0,429.45
2356,20240215,12,4,2,14,1,179.0,22.0,179.0,2.15,176.85,22.0,154.85
2357,20240109,9,2,2,12,2,149.0,12.0,298.0,1.79,296.21,24.0,272.21
2358,20250807,4,2,1,52,1,129.0,38.0,129.0,7.35,121.65,38.0,83.65
2359,20250924,3,5,1,55,3,599.0,280.0,1797.0,59.3,1737.7,840.0,897.7
2360,20240408,3,2,1,22,3,599.0,280.0,1797.0,48.52,1748.48,840.0,908.48
2361,20250219,5,3,2,23,3,329.0,110.0,987.0,33.56,953.44,330.0,623.44
2362,20251120,3,2,3,42,44,599.0,280.0,26356.0,3189.08,23166.92,12320.0,10846.92
2363,20241111,7,1,1,31,1,99.0,8.0,99.0,3.47,95.53,8.0,87.53
2364,20250603,3,1,2,1,1,599.0,280.0,599.0,16.77,582.23,280.0,302.23
2365,20250217,1,4,2,29,1,1199.0,620.0,1199.0,51.56,1147.44,620.0,527.44
2366,20241107,7,1,3,56,6,99.0,8.0,594.0,82.57,511.43,48.0,463.43
2367,20250622,7,5,1,15,1,99.0,8.0,99.0,0.59,98.41,8.0,90.41
2368,20241003,4,1,2,36,2,129.0,38.0,258.0,0.26,257.74,76.0,181.74
2369,20240225,1,1,2,46,1,1199.0,620.0,1199.0,46.76,1152.24,620.0,532.24
2370,20240628,7,3,2,28,2,99.0,8.0,198.0,11.09,186.91,16.0,170.91
2371,20241228,5,3,3,33,29,329.0,110.0,9541.0,1660.13,7880.87,3190.0,4690.87
2372,20240501,9,3,1,48,4,149.0,12.0,596.0,7.15,588.85,48.0,540.85
2373,20250310,5,3,1,38,2,329.0,110.0,658.0,19.08,638.92,220.0,418.92
2374,20250905,11,1,1,36,1,119.0,18.0,119.0,5.0,114.0,18.0,96.0
2375,20251107,9,3,1,13,3,149.0,12.0,447.0,26.37,420.63,36.0,384.63
2376,20240207,9,2,2,27,1,149.0,12.0,149.0,1.19,147.81,12.0,135.81
2377,20240925,10,4,3,34,7,89.0,6.0,623.0,64.79,558.21,42.0,516.21
2378,20251120,4,1,1,26,2,129.0,38.0,258.0,0.77,257.23,76.0,181.23
2379,20250116,4,3,1,8,1,129.0,38.0,129.0,3.74,125.26,38.0,87.26
2380,20250917,7,2,1,22,1,99.0,8.0,99.0,3.17,95.83,8.0,87.83
2381,20250503,4,1,1,1,4,129.0,38.0,516.0,21.67,494.33,152.0,342.33
2382,20241121,7,2,1,42,3,99.0,8.0,297.0,1.78,295.22,24.0,271.22
2383,20250901,3,1,3,11,42,599.0,280.0,25158.0,3622.75,21535.25,11760.0,9775.25
2384,20240326,5,4,2,29,1,329.0,110.0,329.0,12.83,316.17,110.0,206.17
2385,20250316,8,2,1,22,4,59.0,5.0,236.0,0.71,235.29,20.0,215.29
2386,20241220,1,3,3,48,45,1199.0,620.0,53955.0,7985.34,45969.66,27900.0,18069.66
2387,20250913,3,1,1,56,2,599.0,280.0,1198.0,35.94,1162.06,560.0,602.06
2388,20240102,3,1,2,1,1,599.0,280.0,599.0,9.58,589.42,280.0,309.42
2389,20241218,7,3,3,13,37,99.0,8.0,3663.0,377.29,3285.71,296.0,2989.71
2390,20250226,1,1,2,36,3,1199.0,620.0,3597.0,35.97,3561.03,1860.0,1701.03
2391,20241220,3,3,1,8,1,599.0,280.0,599.0,10.18,588.82,280.0,308.82
2392,20250724,1,3,1,43,1,1199.0,620.0,1199.0,37.17,1161.83,620.0,541.83
2393,20251206,12,4,1,59,2,179.0,22.0,358.0,21.12,336.88,44.0,292.88
2394,20241217,4,5,2,45,2,129.0,38.0,258.0,8.77,249.23,76.0,173.23
2395,20240328,3,4,3,9,33,599.0,280.0,19767.0,2115.07,17651.93,9240.0,8411.93
2396,20251202,1,2,1,27,1,1199.0,620.0,1199.0,49.16,1149.84,620.0,529.84
2397,20250728,10,5,2,45,3,89.0,6.0,267.0,1.07,265.93,18.0,247.93
2398,20250508,2,4,1,59,3,1899.0,980.0,5697.0,5.7,5691.3,2940.0,2751.3
2399,20250317,1,2,2,27,2,1199.0,620.0,2398.0,0.0,2398.0,1240.0,1158.0
2400,20250916,9,1,3,11,25,149.0,12.0,3725.0,301.73,3423.27,300.0,3123.27
2401,20240913,3,1,1,51,4,599.0,280.0,2396.0,28.75,2367.25,1120.0,1247.25
2402,20240823,12,3,2,58,2,179.0,22.0,358.0,6.09,351.91,44.0,307.91
2403,20241202,3,1,1,41,1,599.0,280.0,599.0,19.17,579.83,280.0,299.83
2404,20250822,5,1,3,46,11,329.0,110.0,3619.0,304.0,3315.0,1210.0,2105.0
2405,20250505,3,5,1,5,3,599.0,280.0,1797.0,8.98,1788.02,840.0,948.02
2406,20250512,1,4,2,9,3,1199.0,620.0,3597.0,212.22,3384.78,1860.0,1524.78
2407,20250308,12,5,1,10,1,179.0,22.0,179.0,7.34,171.66,22.0,149.66
2408,20240618,4,1,2,6,3,129.0,38.0,387.0,6.19,380.81,114.0,266.81
2409,20240704,1,1,3,21,31,1199.0,620.0,37169.0,4423.11,32745.89,19220.0,13525.89
2410,20250826,7,2,1,7,1,99.0,8.0,99.0,3.56,95.44,8.0,87.44
2411,20240317,1,2,2,32,1,1199.0,620.0,1199.0,65.95,1133.05,620.0,513.05
2412,20240312,7,1,1,6,1,99.0,8.0,99.0,4.65,94.35,8.0,86.35
2413,20251101,3,2,2,42,3,599.0,280.0,1797.0,106.02,1690.98,840.0,850.98
2414,20240402,4,4,3,19,19,129.0,38.0,2451.0,416.67,2034.33,722.0,1312.33
2415,20251209,6,5,3,35,31,49.0,14.0,1519.0,151.9,1367.1,434.0,933.1
2416,20250512,4,4,1,29,3,129.0,38.0,387.0,13.16,373.84,114.0,259.84
2417,20250711,4,1,2,41,1,129.0,38.0,129.0,0.13,128.87,38.0,90.87
2418,20240117,4,4,1,29,2,129.0,38.0,258.0,13.16,244.84,76.0,168.84
2419,20250618,12,2,2,22,2,179.0,22.0,358.0,12.53,345.47,44.0,301.47
2420,20250427,6,1,1,46,3,49.0,14.0,147.0,5.88,141.12,42.0,99.12
2421,20241015,3,1,2,41,3,599.0,280.0,1797.0,16.17,1780.83,840.0,940.83
2422,20250315,1,4,1,19,1,1199.0,620.0,1199.0,6.0,1193.0,620.0,573.0
2423,20250614,7,2,3,57,11,99.0,8.0,1089.0,87.12,1001.88,88.0,913.88
2424,20241201,9,2,3,22,34,149.0,12.0,5066.0,552.19,4513.81,408.0,4105.81
2425,20251002,3,4,1,54,4,599.0,280.0,2396.0,91.05,2304.95,1120.0,1184.95
2426,20250808,12,2,1,57,2,179.0,22.0,358.0,0.0,358.0,44.0,314.0
2427,20250202,10,3,1,13,2,89.0,6.0,178.0,0.89,177.11,12.0,165.11
2428,20240528,1,1,3,6,32,1199.0,620.0,38368.0,5831.94,32536.06,19840.0,12696.06
2429,20240221,4,2,2,57,3,129.0,38.0,387.0,18.96,368.04,114.0,254.04
2430,20250222,7,3,2,33,3,99.0,8.0,297.0,7.13,289.87,24.0,265.87
2431,20240821,1,2,1,7,2,1199.0,620.0,2398.0,35.97,2362.03,1240.0,1122.03
2432,20251126,8,2,2,17,2,59.0,5.0,118.0,5.43,112.57,10.0,102.57
2433,20250514,1,5,1,15,1,1199.0,620.0,1199.0,16.79,1182.21,620.0,562.21
2434,20250603,5,3,1,3,1,329.0,110.0,329.0,14.48,314.52,110.0,204.52
2435,20250317,3,1,1,41,1,599.0,280.0,599.0,11.98,587.02,280.0,307.02
2436,20250327,7,5,1,5,4,99.0,8.0,396.0,7.92,388.08,32.0,356.08
2437,20250715,7,1,2,36,2,99.0,8.0,198.0,1.78,196.22,16.0,180.22
2438,20241018,1,3,1,8,4,1199.0,620.0,4796.0,100.72,4695.28,2480.0,2215.28
2439,20240914,1,2,1,22,2,1199.0,620.0,2398.0,107.91,2290.09,1240.0,1050.09
2440,20240114,7,1,2,26,2,99.0,8.0,198.0,3.17,194.83,16.0,178.83
2441,20251208,11,5,3,60,5,119.0,18.0,595.0,60.69,534.31,90.0,444.31
2442,20250802,4,1,3,1,15,129.0,38.0,1935.0,218.66,1716.34,570.0,1146.34
2443,20250817,10,1,1,36,1,89.0,6.0,89.0,2.58,86.42,6.0,80.42
2444,20240711,11,1,2,6,3,119.0,18.0,357.0,7.5,349.5,54.0,295.5
2445,20241210,11,1,3,21,37,119.0,18.0,4403.0,365.45,4037.55,666.0,3371.55
2446,20241011,4,3,2,38,2,129.0,38.0,258.0,6.71,251.29,76.0,175.29
2447,20250420,8,1,2,46,2,59.0,5.0,118.0,4.72,113.28,10.0,103.28
2448,20250504,7,2,2,17,2,99.0,8.0,198.0,10.1,187.9,16.0,171.9
2449,20240616,1,3,1,43,1,1199.0,620.0,1199.0,14.39,1184.61,620.0,564.61
2450,20240705,10,4,1,14,2,89.0,6.0,178.0,5.7,172.3,12.0,160.3
2451,20250217,8,4,1,19,3,59.0,5.0,177.0,1.59,175.41,15.0,160.41
2452,20250726,8,3,3,13,21,59.0,5.0,1239.0,215.59,1023.41,105.0,918.41
2453,20241223,2,3,2,3,2,1899.0,980.0,3798.0,26.59,3771.41,1960.0,1811.41
2454,20250201,7,3,3,18,30,99.0,8.0,2970.0,329.67,2640.33,240.0,2400.33
2455,20250426,7,1,1,56,4,99.0,8.0,396.0,20.2,375.8,32.0,343.8
2456,20250824,10,2,3,57,44,89.0,6.0,3916.0,340.69,3575.31,264.0,3311.31
2457,20250608,8,4,1,4,3,59.0,5.0,177.0,6.02,170.98,15.0,155.98
2458,20240319,2,1,2,31,1,1899.0,980.0,1899.0,0.0,1899.0,980.0,919.0
2459,20251113,9,3,2,43,1,149.0,12.0,149.0,2.83,146.17,12.0,134.17
2460,20250610,6,1,1,11,1,49.0,14.0,49.0,1.27,47.73,14.0,33.73
2461,20240924,5,1,1,1,4,329.0,110.0,1316.0,57.9,1258.1,440.0,818.1
2462,20241013,4,3,2,28,1,129.0,38.0,129.0,2.19,126.81,38.0,88.81
2463,20250824,7,1,1,41,4,99.0,8.0,396.0,20.99,375.01,32.0,343.01
2464,20240926,7,1,1,31,3,99.0,8.0,297.0,0.3,296.7,24.0,272.7
2465,20240304,3,5,1,20,1,599.0,280.0,599.0,1.8,597.2,280.0,317.2
2466,20250127,9,1,1,6,1,149.0,12.0,149.0,6.26,142.74,12.0,130.74
2467,20241010,1,4,1,34,3,1199.0,620.0,3597.0,75.54,3521.46,1860.0,1661.46
2468,20250927,6,3,1,38,2,49.0,14.0,98.0,2.16,95.84,28.0,67.84
2469,20240118,12,1,3,31,23,179.0,22.0,4117.0,699.89,3417.11,506.0,2911.11
2470,20240724,8,1,1,36,3,59.0,5.0,177.0,3.01,173.99,15.0,158.99
2471,20241119,7,1,3,41,27,99.0,8.0,2673.0,280.67,2392.33,216.0,2176.33
2472,20240519,7,1,1,36,4,99.0,8.0,396.0,22.18,373.82,32.0,341.82
2473,20241007,4,3,2,43,1,129.0,38.0,129.0,5.16,123.84,38.0,85.84
2474,20240318,5,2,3,12,42,329.0,110.0,13818.0,1533.8,12284.2,4620.0,7664.2
2475,20240521,6,1,1,11,3,49.0,14.0,147.0,5.44,141.56,42.0,99.56
2476,20241123,1,3,1,8,4,1199.0,620.0,4796.0,239.8,4556.2,2480.0,2076.2
2477,20240721,7,1,3,36,48,99.0,8.0,4752.0,750.82,4001.18,384.0,3617.18
2478,20240103,3,2,3,52,5,599.0,280.0,2995.0,488.19,2506.81,1400.0,1106.81
2479,20251221,10,1,1,16,2,89.0,6.0,178.0,4.45,173.55,12.0,161.55
2480,20251105,4,4,3,34,20,129.0,38.0,2580.0,265.74,2314.26,760.0,1554.26
2481,20250501,1,3,1,58,4,1199.0,620.0,4796.0,182.25,4613.75,2480.0,2133.75
2482,20251210,3,3,3,33,12,599.0,280.0,7188.0,754.74,6433.26,3360.0,3073.26
2483,20240317,1,4,2,39,3,1199.0,620.0,3597.0,190.64,3406.36,1860.0,1546.36
2484,20240514,3,3,1,53,4,599.0,280.0,2396.0,26.36,2369.64,1120.0,1249.64
2485,20251219,2,1,3,36,39,1899.0,980.0,74061.0,10442.6,63618.4,38220.0,25398.4
2486,20250118,3,4,1,14,2,599.0,280.0,1198.0,40.73,1157.27,560.0,597.27
2487,20250810,1,4,1,24,1,1199.0,620.0,1199.0,13.19,1185.81,620.0,565.81
2488,20241009,1,1,3,51,16,1199.0,620.0,19184.0,3318.83,15865.17,9920.0,5945.17
2489,20251014,1,1,3,1,49,1199.0,620.0,58751.0,4993.84,53757.16,30380.0,23377.16
2490,20241013,9,3,2,53,1,149.0,12.0,149.0,4.47,144.53,12.0,132.53
2491,20240707,1,3,1,8,3,1199.0,620.0,3597.0,35.97,3561.03,1860.0,1701.03
2492,20241123,4,5,2,25,1,129.0,38.0,129.0,3.87,125.13,38.0,87.13
2493,20250926,7,3,1,33,2,99.0,8.0,198.0,4.95,193.05,16.0,177.05
2494,20241017,4,1,3,31,29,129.0,38.0,3741.0,463.88,3277.12,1102.0,2175.12
2495,20251022,5,2,1,32,3,329.0,110.0,987.0,16.78,970.22,330.0,640.22
2496,20240812,3,3,2,38,2,599.0,280.0,1198.0,50.32,1147.68,560.0,587.68
2497,20240802,10,1,1,46,3,89.0,6.0,267.0,4.81,262.19,18.0,244.19
2498,20241014,8,5,3,50,46,59.0,5.0,2714.0,263.26,2450.74,230.0,2220.74
2499,20251205,1,2,3,2,36,1199.0,620.0,43164.0,4402.73,38761.27,22320.0,16441.27
2500,20240906,4,3,3,13,14,129.0,38.0,1806.0,167.96,1638.04,532.0,1106.04
2501,20240115,1,2,2,12,2,1199.0,620.0,2398.0,139.08,2258.92,1240.0,1018.92
2502,20240822,10,1,2,46,1,89.0,6.0,89.0,1.69,87.31,6.0,81.31
2503,20250519,5,1,3,51,18,329.0,110.0,5922.0,923.83,4998.17,1980.0,3018.17
2504,20250707,7,2,2,57,3,99.0,8.0,297.0,3.27,293.73,24.0,269.73
2505,20240326,10,1,3,41,25,89.0,6.0,2225.0,282.57,1942.43,150.0,1792.43
2506,20240204,7,1,2,6,3,99.0,8.0,297.0,11.88,285.12,24.0,261.12
2507,20240408,2,3,1,28,3,1899.0,980.0,5697.0,301.94,5395.06,2940.0,2455.06
2508,20250307,7,2,3,57,20,99.0,8.0,1980.0,346.5,1633.5,160.0,1473.5
2509,20251002,7,1,1,16,2,99.0,8.0,198.0,6.34,191.66,16.0,175.66
2510,20240313,1,3,1,58,3,1199.0,620.0,3597.0,75.54,3521.46,1860.0,1661.46
2511,20240921,2,1,1,11,1,1899.0,980.0,1899.0,87.35,1811.65,980.0,831.65
2512,20250422,1,2,3,57,25,1199.0,620.0,29975.0,3926.73,26048.27,15500.0,10548.27
2513,20240420,1,4,2,24,1,1199.0,620.0,1199.0,59.95,1139.05,620.0,519.05
2514,20251104,6,1,1,26,1,49.0,14.0,49.0,0.78,48.22,14.0,34.22
2515,20250704,1,3,1,38,2,1199.0,620.0,2398.0,134.29,2263.71,1240.0,1023.71
2516,20241209,6,1,1,31,1,49.0,14.0,49.0,1.32,47.68,14.0,33.68
2517,20240915,1,3,2,8,1,1199.0,620.0,1199.0,27.58,1171.42,620.0,551.42
2518,20241109,7,3,1,28,4,99.0,8.0,396.0,21.78,374.22,32.0,342.22
2519,20240228,4,4,1,4,1,129.0,38.0,129.0,7.22,121.78,38.0,83.78
2520,20250105,2,2,3,27,24,1899.0,980.0,45576.0,4512.02,41063.98,23520.0,17543.98
2521,20241007,1,2,1,22,1,1199.0,620.0,1199.0,1.2,1197.8,620.0,577.8
2522,20240414,12,5,2,40,2,179.0,22.0,358.0,15.39,342.61,44.0,298.61
2523,20251208,6,1,2,16,1,49.0,14.0,49.0,1.76,47.24,14.0,33.24
2524,20250109,1,1,1,46,4,1199.0,620.0,4796.0,182.25,4613.75,2480.0,2133.75
2525,20250123,8,2,1,52,2,59.0,5.0,118.0,5.78,112.22,10.0,102.22
2526,20241207,4,1,2,36,3,129.0,38.0,387.0,22.45,364.55,114.0,250.55
2527,20250811,9,1,2,51,1,149.0,12.0,149.0,8.2,140.8,12.0,128.8
2528,20240424,2,3,3,8,26,1899.0,980.0,49374.0,4838.65,44535.35,25480.0,19055.35
2529,20241103,7,1,3,46,16,99.0,8.0,1584.0,140.98,1443.02,128.0,1315.02
2530,20250727,1,1,3,11,46,1199.0,620.0,55154.0,8769.49,46384.51,28520.0,17864.51
2531,20240306,4,3,1,38,1,129.0,38.0,129.0,1.42,127.58,38.0,89.58
2532,20251125,10,4,2,29,3,89.0,6.0,267.0,14.42,252.58,18.0,234.58
2533,20240302,3,2,1,17,1,599.0,280.0,599.0,25.16,573.84,280.0,293.84
2534,20250509,7,3,3,13,34,99.0,8.0,3366.0,339.97,3026.03,272.0,2754.03
2535,20251203,3,3,3,18,23,599.0,280.0,13777.0,1791.01,11985.99,6440.0,5545.99
2536,20250719,9,1,1,11,1,149.0,12.0,149.0,6.41,142.59,12.0,130.59
2537,20240501,10,1,1,16,4,89.0,6.0,356.0,7.83,348.17,24.0,324.17
2538,20241213,12,1,2,36,1,179.0,22.0,179.0,1.43,177.57,22.0,155.57
2539,20240503,4,1,2,16,1,129.0,38.0,129.0,0.9,128.1,38.0,90.1
2540,20240327,3,1,1,6,3,599.0,280.0,1797.0,59.3,1737.7,840.0,897.7
2541,20250601,7,3,3,43,46,99.0,8.0,4554.0,400.75,4153.25,368.0,3785.25
2542,20240608,6,2,3,32,27,49.0,14.0,1323.0,199.77,1123.23,378.0,745.23
2543,20240819,4,1,1,56,4,129.0,38.0,516.0,14.45,501.55,152.0,349.55
2544,20240301,3,3,1,8,2,599.0,280.0,1198.0,65.89,1132.11,560.0,572.11
2545,20250905,4,2,2,7,1,129.0,38.0,129.0,7.09,121.91,38.0,83.91
2546,20241120,4,1,2,51,1,129.0,38.0,129.0,0.77,128.23,38.0,90.23
2547,20240709,4,1,1,16,4,129.0,38.0,516.0,9.29,506.71,152.0,354.71
2548,20250910,9,1,1,51,3,149.0,12.0,447.0,26.37,420.63,36.0,384.63
2549,20241128,3,1,2,6,3,599.0,280.0,1797.0,55.71,1741.29,840.0,901.29
2550,20250922,5,3,2,38,3,329.0,110.0,987.0,35.53,951.47,330.0,621.47
2551,20240101,4,4,3,29,46,129.0,38.0,5934.0,878.23,5055.77,1748.0,3307.77
2552,20240505,7,2,2,2,2,99.0,8.0,198.0,11.09,186.91,16.0,170.91
2553,20240901,11,1,1,1,4,119.0,18.0,476.0,16.66,459.34,72.0,387.34
2554,20241101,1,3,3,18,50,1199.0,620.0,59950.0,8333.05,51616.95,31000.0,20616.95
2555,20240716,8,1,2,6,3,59.0,5.0,177.0,2.12,174.88,15.0,159.88
2556,20240208,9,5,3,55,6,149.0,12.0,894.0,75.1,818.9,72.0,746.9
2557,20251012,10,3,1,38,4,89.0,6.0,356.0,11.75,344.25,24.0,320.25
2558,20241104,1,2,3,22,44,1199.0,620.0,52756.0,4484.26,48271.74,27280.0,20991.74
2559,20250606,6,2,1,57,2,49.0,14.0,98.0,5.0,93.0,28.0,65.0
2560,20240720,7,3,3,33,46,99.0,8.0,4554.0,414.41,4139.59,368.0,3771.59
2561,20240103,8,2,1,42,4,59.0,5.0,236.0,9.68,226.32,20.0,206.32
2562,20240316,1,1,2,26,1,1199.0,620.0,1199.0,44.36,1154.64,620.0,534.64
2563,20251208,8,2,1,22,4,59.0,5.0,236.0,13.45,222.55,20.0,202.55
2564,20250103,3,2,1,42,3,599.0,280.0,1797.0,88.05,1708.95,840.0,868.95
2565,20251225,5,3,1,3,2,329.0,110.0,658.0,33.56,624.44,220.0,404.44
2566,20251004,7,3,2,8,1,99.0,8.0,99.0,1.88,97.12,8.0,89.12
2567,20250817,6,2,1,22,2,49.0,14.0,98.0,1.18,96.82,28.0,68.82
2568,20250604,4,3,2,13,3,129.0,38.0,387.0,8.13,378.87,114.0,264.87
2569,20250808,6,4,2,39,2,49.0,14.0,98.0,3.33,94.67,28.0,66.67
2570,20240419,1,3,2,3,3,1199.0,620.0,3597.0,64.75,3532.25,1860.0,1672.25
2571,20240415,8,1,1,6,3,59.0,5.0,177.0,7.61,169.39,15.0,154.39
2572,20240316,7,2,2,57,1,99.0,8.0,99.0,5.54,93.46,8.0,85.46
2573,20250823,12,4,1,24,2,179.0,22.0,358.0,8.59,349.41,44.0,305.41
2574,20251127,4,1,1,56,4,129.0,38.0,516.0,15.48,500.52,152.0,348.52
2575,20250823,7,2,1,22,3,99.0,8.0,297.0,17.52,279.48,24.0,255.48
2576,20240610,12,1,3,56,24,179.0,22.0,4296.0,674.47,3621.53,528.0,3093.53
2577,20241120,10,1,2,51,3,89.0,6.0,267.0,13.88,253.12,18.0,235.12
2578,20250201,1,2,1,12,2,1199.0,620.0,2398.0,52.76,2345.24,1240.0,1105.24
2579,20251211,11,1,1,36,1,119.0,18.0,119.0,4.52,114.48,18.0,96.48
2580,20250725,2,3,1,38,4,1899.0,980.0,7596.0,319.03,7276.97,3920.0,3356.97
2581,20241115,3,3,1,33,3,599.0,280.0,1797.0,12.58,1784.42,840.0,944.42
2582,20250309,7,4,1,44,3,99.0,8.0,297.0,3.27,293.73,24.0,269.73
2583,20250724,7,1,1,56,3,99.0,8.0,297.0,2.08,294.92,24.0,270.92
2584,20241103,5,1,1,1,4,329.0,110.0,1316.0,59.22,1256.78,440.0,816.78
2585,20241018,7,1,1,26,2,99.0,8.0,198.0,8.32,189.68,16.0,173.68
2586,20240525,1,4,2,39,2,1199.0,620.0,2398.0,141.48,2256.52,1240.0,1016.52
2587,20251212,3,5,1,50,2,599.0,280.0,1198.0,5.99,1192.01,560.0,632.01
2588,20240122,7,3,2,48,1,99.0,8.0,99.0,0.99,98.01,8.0,90.01
2589,20241201,10,2,3,32,33,89.0,6.0,2937.0,399.43,2537.57,198.0,2339.57
2590,20240519,2,3,1,8,1,1899.0,980.0,1899.0,112.04,1786.96,980.0,806.96
2591,20250402,8,2,1,57,3,59.0,5.0,177.0,3.54,173.46,15.0,158.46
2592,20250319,2,5,1,15,2,1899.0,980.0,3798.0,45.58,3752.42,1960.0,1792.42
2593,20250305,5,4,3,59,33,329.0,110.0,10857.0,1628.55,9228.45,3630.0,5598.45
2594,20251104,10,2,2,37,3,89.0,6.0,267.0,12.01,254.99,18.0,236.99
2595,20240817,8,4,3,39,12,59.0,5.0,708.0,77.88,630.12,60.0,570.12
2596,20250919,8,1,2,36,1,59.0,5.0,59.0,3.42,55.58,5.0,50.58
2597,20240814,10,1,3,16,36,89.0,6.0,3204.0,541.48,2662.52,216.0,2446.52
2598,20251219,5,2,1,52,4,329.0,110.0,1316.0,61.85,1254.15,440.0,814.15
2599,20251212,10,1,2,26,3,89.0,6.0,267.0,14.69,252.31,18.0,234.31
2600,20250926,7,3,1,53,3,99.0,8.0,297.0,16.93,280.07,24.0,256.07
2601,20240506,1,3,1,28,4,1199.0,620.0,4796.0,115.1,4680.9,2480.0,2200.9
2602,20240718,10,3,1,3,1,89.0,6.0,89.0,4.0,85.0,6.0,79.0
2603,20250123,5,3,1,23,3,329.0,110.0,987.0,32.57,954.43,330.0,624.43
2604,20250525,4,2,1,57,3,129.0,38.0,387.0,18.19,368.81,114.0,254.81
2605,20250203,10,2,1,37,2,89.0,6.0,178.0,4.27,173.73,12.0,161.73
2606,20240614,7,1,3,6,11,99.0,8.0,1089.0,185.13,903.87,88.0,815.87
2607,20251204,4,1,2,41,1,129.0,38.0,129.0,5.03,123.97,38.0,85.97
2608,20241024,7,3,1,48,2,99.0,8.0,198.0,1.19,196.81,16.0,180.81
2609,20250915,9,1,1,11,3,149.0,12.0,447.0,20.56,426.44,36.0,390.44
2610,20241123,4,1,1,41,4,129.0,38.0,516.0,27.86,488.14,152.0,336.14
2611,20240525,5,4,2,34,2,329.0,110.0,658.0,9.87,648.13,220.0,428.13
2612,20240603,3,5,3,60,36,599.0,280.0,21564.0,2458.3,19105.7,10080.0,9025.7
2613,20250421,3,1,1,31,2,599.0,280.0,1198.0,33.54,1164.46,560.0,604.46
